geo_id,geo_type,year,var,value,units,delta_percent
340130232003,block_group,2019,pillar3_breaks,0.875119003700092,ratio,NA
340130232003,block_group,2020,pillar3_breaks,0.136574442265555,ratio,-84.39361484688315
340130232003,block_group,2019,pillar3_complaints,73.0570515384898,%,NA
340130232003,block_group,2020,pillar3_complaints,32.1438137441874,%,-56.00176428246281
340130232003,block_group,2019,pillar3_flooding,51.5483466675505,%,NA
340130232003,block_group,2020,pillar3_flooding,15.2591224526986,%,-70.39842509186776
340130232003,block_group,2019,pillar3_lead_line_replacement,5.08228382095695,%,NA
340130232003,block_group,2020,pillar3_lead_line_replacement,97.3887893836945,%,1816.2406668850138
340130232003,block_group,2019,pillar3_lead_lines,69.9220143491402,%,NA
340130232003,block_group,2020,pillar3_lead_lines,11.3817658508196,%,-83.72219971526093
340130232003,block_group,2019,pillar3_meetings,55.1088232547045,%,NA
340130232003,block_group,2020,pillar3_meetings,3.97782570216805,%,-92.78187145498798
340130232003,block_group,2019,pillar3_outreach,15.2942787623033,%,NA
340130232003,block_group,2020,pillar3_outreach,59.0101237408817,%,285.83135993524195
340130232003,block_group,2019,pillar3_proactive_maintenance,69.2670605843887,%,NA
340130232003,block_group,2020,pillar3_proactive_maintenance,26.0500501375645,%,-62.39186430348443
340130232003,block_group,2019,pillar3_sewer_failures,0.235405481886119,ratio,NA
340130232003,block_group,2020,pillar3_sewer_failures,0.948357327608392,ratio,302.86119083122094
340130232003,block_group,2019,pillar3_uri,1.42471003346145,%,NA
340130232003,block_group,2020,pillar3_uri,10.268113645725,%,620.716033758653
340130232003,block_group,2019,pillar3_water_board,26.1807727860287,%,NA
340130232003,block_group,2020,pillar3_water_board,78.0706025427207,%,198.19823570824065
340139801001,block_group,2019,pillar1_affordability_score,Medium,character,NA
340139801001,block_group,2020,pillar1_affordability_score,Medium,character,NA
340139801001,block_group,2019,pillar1_cap,15.7546817790717,%,NA
340139801001,block_group,2020,pillar1_cap,84.541777591221,%,436.6136795192221
340139801001,block_group,2019,pillar1_connections_sewer,39.9892317131162,%,NA
340139801001,block_group,2020,pillar1_connections_sewer,92.1105320565403,%,130.3383388741842
340139801001,block_group,2019,pillar1_connections_water,4.57580643706024,%,NA
340139801001,block_group,2020,pillar1_connections_water,88.1716195028275,%,1826.9088567363895
340139801001,block_group,2019,pillar1_cutoff,14.5531435031444,%,NA
340139801001,block_group,2020,pillar1_cutoff,11.7660760181025,%,-19.15096545594934
340139801001,block_group,2019,pillar1_hbi,0.459645017748699,ratio,NA
340139801001,block_group,2020,pillar1_hbi,0.439191905781627,ratio,-4.4497625727021815
340139801001,block_group,2019,pillar1_ppi,37.7297461731359,%,NA
340139801001,block_group,2020,pillar1_ppi,89.1202141996473,%,136.20676850220119
340139801001,block_group,2019,pillar2_diversity_1,85.4685978963971,%,NA
340139801001,block_group,2020,pillar2_diversity_1,56.3318000407889,%,-34.09064682554762
340139801001,block_group,2019,pillar2_diversity_2,76.2059703702107,%,NA
340139801001,block_group,2020,pillar2_diversity_2,64.6336997626349,%,-15.185517028859241
340139801001,block_group,2019,pillar2_park_density,36.5876590367407,%,NA
340139801001,block_group,2020,pillar2_park_density,48.5303944442421,%,32.64143080460212
340139801001,block_group,2019,pillar2_park_distance,25.6548459408805,%,NA
340139801001,block_group,2020,pillar2_park_distance,43.0235638981685,%,67.70150948211825
340139801001,block_group,2019,pillar2_park_walk_access,46.3820847216994,%,NA
340139801001,block_group,2020,pillar2_park_walk_access,18.2936314493418,%,-60.55884171850668
340139801001,block_group,2019,pillar2_procurement,48.6907677026466,%,NA
340139801001,block_group,2020,pillar2_procurement,77.4233561940491,%,59.01034189247508
340139801001,block_group,2019,pillar2_public_facing,0.622685668291524,ratio,NA
340139801001,block_group,2020,pillar2_public_facing,0.79472577245906,ratio,27.628723917729793
340139801001,block_group,2019,pillar2_training,1.82115761563182,%,NA
340139801001,block_group,2020,pillar2_training,13.3897649822757,%,635.2337253703503
340139801001,block_group,2019,pillar2_waterfront_acess,89.1601144568995,%,NA
340139801001,block_group,2020,pillar2_waterfront_acess,18.1974337203428,%,-79.5901633469307
340139801001,block_group,2019,pillar2_workforce,0.559640255058184,ratio,NA
340139801001,block_group,2020,pillar2_workforce,0.212724418379366,ratio,-61.989078438031584
340139801001,block_group,2019,pillar3_breaks,0.875119003700092,ratio,NA
340139801001,block_group,2020,pillar3_breaks,0.136574442265555,ratio,-84.39361484688315
340139801001,block_group,2019,pillar3_complaints,73.0570515384898,%,NA
340139801001,block_group,2020,pillar3_complaints,32.1438137441874,%,-56.00176428246281
340139801001,block_group,2019,pillar3_flooding,51.5483466675505,%,NA
340139801001,block_group,2020,pillar3_flooding,15.2591224526986,%,-70.39842509186776
340139801001,block_group,2019,pillar3_lead_line_replacement,5.08228382095695,%,NA
340139801001,block_group,2020,pillar3_lead_line_replacement,97.3887893836945,%,1816.2406668850138
340139801001,block_group,2019,pillar3_lead_lines,69.9220143491402,%,NA
340139801001,block_group,2020,pillar3_lead_lines,11.3817658508196,%,-83.72219971526093
340139801001,block_group,2019,pillar3_meetings,55.1088232547045,%,NA
340139801001,block_group,2020,pillar3_meetings,3.97782570216805,%,-92.78187145498798
340139801001,block_group,2019,pillar3_outreach,15.2942787623033,%,NA
340139801001,block_group,2020,pillar3_outreach,59.0101237408817,%,285.83135993524195
340139801001,block_group,2019,pillar3_proactive_maintenance,69.2670605843887,%,NA
340139801001,block_group,2020,pillar3_proactive_maintenance,26.0500501375645,%,-62.39186430348443
340139801001,block_group,2019,pillar3_sewer_failures,0.235405481886119,ratio,NA
340139801001,block_group,2020,pillar3_sewer_failures,0.948357327608392,ratio,302.86119083122094
340139801001,block_group,2019,pillar3_uri,1.42471003346145,%,NA
340139801001,block_group,2020,pillar3_uri,10.268113645725,%,620.716033758653
340139801001,block_group,2019,pillar3_water_board,26.1807727860287,%,NA
340139801001,block_group,2020,pillar3_water_board,78.0706025427207,%,198.19823570824065
340139802001,block_group,2019,pillar1_affordability_score,Medium,character,NA
340139802001,block_group,2020,pillar1_affordability_score,High,character,NA
340139802001,block_group,2019,pillar1_cap,15.7546817790717,%,NA
340139802001,block_group,2020,pillar1_cap,84.541777591221,%,436.6136795192221
340139802001,block_group,2019,pillar1_connections_sewer,39.9892317131162,%,NA
340139802001,block_group,2020,pillar1_connections_sewer,92.1105320565403,%,130.3383388741842
340139802001,block_group,2019,pillar1_connections_water,4.57580643706024,%,NA
340139802001,block_group,2020,pillar1_connections_water,88.1716195028275,%,1826.9088567363895
340139802001,block_group,2019,pillar1_cutoff,14.5531435031444,%,NA
340139802001,block_group,2020,pillar1_cutoff,11.7660760181025,%,-19.15096545594934
340139802001,block_group,2019,pillar1_hbi,0.459645017748699,ratio,NA
340139802001,block_group,2020,pillar1_hbi,0.439191905781627,ratio,-4.4497625727021815
340139802001,block_group,2019,pillar1_ppi,37.7297461731359,%,NA
340139802001,block_group,2020,pillar1_ppi,89.1202141996473,%,136.20676850220119
340139802001,block_group,2019,pillar2_diversity_1,85.4685978963971,%,NA
340139802001,block_group,2020,pillar2_diversity_1,56.3318000407889,%,-34.09064682554762
340139802001,block_group,2019,pillar2_diversity_2,76.2059703702107,%,NA
340139802001,block_group,2020,pillar2_diversity_2,64.6336997626349,%,-15.185517028859241
340139802001,block_group,2019,pillar2_park_density,36.5876590367407,%,NA
340139802001,block_group,2020,pillar2_park_density,48.5303944442421,%,32.64143080460212
340139802001,block_group,2019,pillar2_park_distance,25.6548459408805,%,NA
340139802001,block_group,2020,pillar2_park_distance,43.0235638981685,%,67.70150948211825
340139802001,block_group,2019,pillar2_park_walk_access,46.3820847216994,%,NA
340139802001,block_group,2020,pillar2_park_walk_access,18.2936314493418,%,-60.55884171850668
340139802001,block_group,2019,pillar2_procurement,48.6907677026466,%,NA
340139802001,block_group,2020,pillar2_procurement,77.4233561940491,%,59.01034189247508
340139802001,block_group,2019,pillar2_public_facing,0.622685668291524,ratio,NA
340139802001,block_group,2020,pillar2_public_facing,0.79472577245906,ratio,27.628723917729793
340139802001,block_group,2019,pillar2_training,1.82115761563182,%,NA
340139802001,block_group,2020,pillar2_training,13.3897649822757,%,635.2337253703503
340139802001,block_group,2019,pillar2_waterfront_acess,89.1601144568995,%,NA
340139802001,block_group,2020,pillar2_waterfront_acess,18.1974337203428,%,-79.5901633469307
340139802001,block_group,2019,pillar2_workforce,0.559640255058184,ratio,NA
340139802001,block_group,2020,pillar2_workforce,0.212724418379366,ratio,-61.989078438031584
340139802001,block_group,2019,pillar3_breaks,0.875119003700092,ratio,NA
340139802001,block_group,2020,pillar3_breaks,0.136574442265555,ratio,-84.39361484688315
340139802001,block_group,2019,pillar3_complaints,73.0570515384898,%,NA
340139802001,block_group,2020,pillar3_complaints,32.1438137441874,%,-56.00176428246281
340139802001,block_group,2019,pillar3_flooding,51.5483466675505,%,NA
340139802001,block_group,2020,pillar3_flooding,15.2591224526986,%,-70.39842509186776
340139802001,block_group,2019,pillar3_lead_line_replacement,5.08228382095695,%,NA
340139802001,block_group,2020,pillar3_lead_line_replacement,97.3887893836945,%,1816.2406668850138
340139802001,block_group,2019,pillar3_lead_lines,69.9220143491402,%,NA
340139802001,block_group,2020,pillar3_lead_lines,11.3817658508196,%,-83.72219971526093
340139802001,block_group,2019,pillar3_meetings,55.1088232547045,%,NA
340139802001,block_group,2020,pillar3_meetings,3.97782570216805,%,-92.78187145498798
340139802001,block_group,2019,pillar3_outreach,15.2942787623033,%,NA
340139802001,block_group,2020,pillar3_outreach,59.0101237408817,%,285.83135993524195
340139802001,block_group,2019,pillar3_proactive_maintenance,69.2670605843887,%,NA
340139802001,block_group,2020,pillar3_proactive_maintenance,26.0500501375645,%,-62.39186430348443
340139802001,block_group,2019,pillar3_sewer_failures,0.235405481886119,ratio,NA
340139802001,block_group,2020,pillar3_sewer_failures,0.948357327608392,ratio,302.86119083122094
340139802001,block_group,2019,pillar3_uri,1.42471003346145,%,NA
340139802001,block_group,2020,pillar3_uri,10.268113645725,%,620.716033758653
340139802001,block_group,2019,pillar3_water_board,26.1807727860287,%,NA
340139802001,block_group,2020,pillar3_water_board,78.0706025427207,%,198.19823570824065
340170054001,block_group,2019,pillar1_affordability_score,High,character,NA
340170054001,block_group,2020,pillar1_affordability_score,Medium,character,NA
340170054001,block_group,2019,pillar1_cap,15.7546817790717,%,NA
340170054001,block_group,2020,pillar1_cap,84.541777591221,%,436.6136795192221
340170054001,block_group,2019,pillar1_connections_sewer,39.9892317131162,%,NA
340170054001,block_group,2020,pillar1_connections_sewer,92.1105320565403,%,130.3383388741842
340170054001,block_group,2019,pillar1_connections_water,4.57580643706024,%,NA
340170054001,block_group,2020,pillar1_connections_water,88.1716195028275,%,1826.9088567363895
340170054001,block_group,2019,pillar1_cutoff,14.5531435031444,%,NA
340170054001,block_group,2020,pillar1_cutoff,11.7660760181025,%,-19.15096545594934
340170054001,block_group,2019,pillar1_hbi,0.459645017748699,ratio,NA
340170054001,block_group,2020,pillar1_hbi,0.439191905781627,ratio,-4.4497625727021815
340170054001,block_group,2019,pillar1_ppi,37.7297461731359,%,NA
340170054001,block_group,2020,pillar1_ppi,89.1202141996473,%,136.20676850220119
340170054001,block_group,2019,pillar2_diversity_1,85.4685978963971,%,NA
340170054001,block_group,2020,pillar2_diversity_1,56.3318000407889,%,-34.09064682554762
340170054001,block_group,2019,pillar2_diversity_2,76.2059703702107,%,NA
340170054001,block_group,2020,pillar2_diversity_2,64.6336997626349,%,-15.185517028859241
340170054001,block_group,2019,pillar2_park_density,36.5876590367407,%,NA
340170054001,block_group,2020,pillar2_park_density,48.5303944442421,%,32.64143080460212
340170054001,block_group,2019,pillar2_park_distance,25.6548459408805,%,NA
340170054001,block_group,2020,pillar2_park_distance,43.0235638981685,%,67.70150948211825
340170054001,block_group,2019,pillar2_park_walk_access,46.3820847216994,%,NA
340170054001,block_group,2020,pillar2_park_walk_access,18.2936314493418,%,-60.55884171850668
340170054001,block_group,2019,pillar2_procurement,48.6907677026466,%,NA
340170054001,block_group,2020,pillar2_procurement,77.4233561940491,%,59.01034189247508
340170054001,block_group,2019,pillar2_public_facing,0.622685668291524,ratio,NA
340170054001,block_group,2020,pillar2_public_facing,0.79472577245906,ratio,27.628723917729793
340170054001,block_group,2019,pillar2_training,1.82115761563182,%,NA
340170054001,block_group,2020,pillar2_training,13.3897649822757,%,635.2337253703503
340170054001,block_group,2019,pillar2_waterfront_acess,89.1601144568995,%,NA
340170054001,block_group,2020,pillar2_waterfront_acess,18.1974337203428,%,-79.5901633469307
340170054001,block_group,2019,pillar2_workforce,0.559640255058184,ratio,NA
340170054001,block_group,2020,pillar2_workforce,0.212724418379366,ratio,-61.989078438031584
340170054001,block_group,2019,pillar3_breaks,0.875119003700092,ratio,NA
340170054001,block_group,2020,pillar3_breaks,0.136574442265555,ratio,-84.39361484688315
340170054001,block_group,2019,pillar3_complaints,73.0570515384898,%,NA
340170054001,block_group,2020,pillar3_complaints,32.1438137441874,%,-56.00176428246281
340170054001,block_group,2019,pillar3_flooding,51.5483466675505,%,NA
340170054001,block_group,2020,pillar3_flooding,15.2591224526986,%,-70.39842509186776
340170054001,block_group,2019,pillar3_lead_line_replacement,5.08228382095695,%,NA
340170054001,block_group,2020,pillar3_lead_line_replacement,97.3887893836945,%,1816.2406668850138
340170054001,block_group,2019,pillar3_lead_lines,69.9220143491402,%,NA
340170054001,block_group,2020,pillar3_lead_lines,11.3817658508196,%,-83.72219971526093
340170054001,block_group,2019,pillar3_meetings,55.1088232547045,%,NA
340170054001,block_group,2020,pillar3_meetings,3.97782570216805,%,-92.78187145498798
340170054001,block_group,2019,pillar3_outreach,15.2942787623033,%,NA
340170054001,block_group,2020,pillar3_outreach,59.0101237408817,%,285.83135993524195
340170054001,block_group,2019,pillar3_proactive_maintenance,69.2670605843887,%,NA
340170054001,block_group,2020,pillar3_proactive_maintenance,26.0500501375645,%,-62.39186430348443
340170054001,block_group,2019,pillar3_sewer_failures,0.235405481886119,ratio,NA
340170054001,block_group,2020,pillar3_sewer_failures,0.948357327608392,ratio,302.86119083122094
340170054001,block_group,2019,pillar3_uri,1.42471003346145,%,NA
340170054001,block_group,2020,pillar3_uri,10.268113645725,%,620.716033758653
340170054001,block_group,2019,pillar3_water_board,26.1807727860287,%,NA
340170054001,block_group,2020,pillar3_water_board,78.0706025427207,%,198.19823570824065
340170101001,block_group,2019,pillar1_affordability_score,Medium,character,NA
340170101001,block_group,2020,pillar1_affordability_score,High,character,NA
340170101001,block_group,2019,pillar1_cap,15.7546817790717,%,NA
